,Cycle Indicator Global,Eurozone Retail Sales,Eurozone Industrial Production exconstr,Eurozone Industrial Production manuf,US Privately Owned Housing Starts,US HomeBuilders Market Index,US Indus Prod Index,US JoblessClaims Seasonally Adjusted,US U6 Unemp Rate,World EPS forecast 3M Change,US M1 Growth YOY,RealUS M1 Growth YOY,FED Excess Reserves,ECB Balance Sheet,Real Yield US,US 10yr Rate,Germany 10yr Rate,EU 10Y 2Y Curve,US 10Y 2Y Curve,Fed Fwd 6 Month,Fed Fwd 12 Month,Chinese Oil Imports,Japanese Export China,Industrial Metal Prices,US Core CPI,Inflation Surprise Global,US Breakeven Inflation,US PCE YOY, US Financial Conditions Index A, US Financial Conditions Index B, EU Financial Conditions Index A, EU Financial Conditions Index B,US IG Spreads,US HY Spreads,EU IG Spreads,EU HY Spreads,US Credit Standards,Global Equity 3 Month Momentum,Global Equity 6 Month Momentum,Global Equity 12 Month Momentum,Vix Index,Commercial Paper Spread,V2x Index,Eonia Spread,Equity Risk Premia,Sentiment Macro Fundamentals Global News Social,Sentiment Consumer Sentiment Global News Social,Sentiment Economic Growth Global News Social,Sentiment Trade Balance Global News Social,Sentiment environmental composite GLOBAL News,Sentiment social composite GLOBAL News,Sentiment governance composite GLOBAL News,Sentiment governance composite GLOBAL News Social,Sentiment social composite GLOBAL News Social,Sentiment environmental composite GLOBAL News Social,Idx_Price
EU 10Y 2Y Curve,-0.20275402705388332,-0.3682869666268329,-0.5367307266992025,-0.5517531248574113,0.24156691347628007,-0.2684768146833472,-0.4888183950489196,-0.06555906946818613,0.6317366272149016,0.041467412255447,-0.19382023535637416,0.14105505905182172,0.05302571447522978,-0.17101223318938447,-0.1861839151246715,-0.11019784258074256,0.08019738003339345,1.0,0.8094797240458115,-0.5686942290102392,-0.3600191440699701,-0.05313408174881743,0.045084531661477106,-0.09894723135497945,-0.6624468125229787,-0.25585167738688275,0.12108292238562472,-0.480115727077879,0.43662330779618536,-0.1408897907613151,0.49905071336975504,-0.20541796747055507,0.32761428708578166,0.25972996131180776,0.39934059127831584,0.2591521781155997,-0.22538644652019443,0.15579691324951087,0.14482145966626384,0.014836076253178156,0.10803935767926759,-0.24498958732866932,0.24513880447524247,-0.2919272457998968,0.25154577533685085,0.05146089712297986,0.29852836635528984,0.21926026418846237,0.2371635572969847,-0.06099639896809404,0.49016652927235016,0.26094373214400207,0.4640074730033065,0.5009049483999143,-0.10350988411785828,-0.5145264566535883
US 10Y 2Y Curve,-0.4640997564190142,-0.3390590100171524,-0.44577375338856673,-0.46532608841651735,0.1167843108053998,-0.43154158194723874,-0.43360229810610834,0.06589698401456928,0.7034210758781876,-0.18606714272813393,-0.08280512191811232,0.27143908824180923,0.09869713489687235,-0.23745338249705977,-0.23049119621339592,-0.1987979474257957,0.10289544856074186,0.8094797240458115,1.0,-0.7292026192210909,-0.41405432477455806,-0.2715315848001318,0.08407734067089741,0.011637168332899888,-0.6283057556190274,-0.24774088957034593,-0.03153040651480097,-0.5207427609608343,0.5417433250226685,-0.3456529327344036,0.5799603459896899,-0.3696507800094714,0.5446162718298571,0.45218338099809513,0.49127114720887777,0.44331330442420264,-0.004606322424061889,0.029924643350192046,-0.01703135788621291,-0.13967961230125814,0.27114399814091,-0.06509524154005715,0.44583178323068995,-0.16556208380487658,0.3293887416184384,-0.13542955413500868,0.19243486947776306,0.11692631389192269,0.2212083588579413,-0.1184057415691058,0.520517598979325,0.3365697823632487,0.47206672963753027,0.5048708298572251,-0.1568182299084203,-0.6254285267391142
Fed Fwd 6 Month,0.3245515254844254,-0.20144006350647833,0.19282846006223656,0.11273524111838223,-0.33747671426230713,0.23074890757440045,-0.0038846788028890178,-0.2260899855703368,-0.703713094019334,0.28643784567763486,-0.2359534673298681,-0.5901464145444842,-0.6648574621661582,-0.43612375947400805,0.7732647507984269,0.8062202079980114,0.5794190399986043,-0.5686942290102392,-0.7292026192210909,1.0,0.8133823656016977,0.4965527160507013,0.27248097747494365,-0.11690967636758753,0.6121684820300641,0.4411178941894352,0.2801293046860144,0.6246111434100785,-0.30374281555038285,0.1822758008868075,-0.6588479955255292,0.3304336458335522,-0.4917537493673685,-0.29250449053312,-0.6117177215264192,-0.21232010805633625,0.07388720431601645,-0.039262888895420345,0.03916462462968134,0.14220849952763617,-0.11014764116132739,0.12594399697508513,-0.23372080740623472,0.7190495907879626,-0.7829604614230077,0.43014486495029236,-0.269908127222609,0.14987837309752233,0.040445849095867493,0.4769573521892006,-0.08929359528489136,-0.2446737856380876,-0.29551676712664426,-0.0672600506602695,0.5030177088350806,0.1360166389539587
Fed Fwd 12 Month,0.18609583292521265,-0.349390424471487,0.024024686852705028,-0.06892768828104381,-0.2528599933108807,0.29361709030296107,-0.2630150832074463,-0.18480725270529394,-0.6673548678654786,0.11705985478220061,-0.26120688527186703,-0.607936031054826,-0.7880939588970968,-0.5854525495062242,0.8532365567363643,0.8468224902167109,0.717852807441945,-0.3600191440699701,-0.41405432477455806,0.8133823656016977,1.0,0.3406836752694094,0.49148638156040253,-0.3814246103737452,0.5969994386832865,0.30930884281681614,0.12960402072631394,0.5494606952908303,0.05371150295117192,0.04296269320803505,-0.5771638611399049,0.2299343089540668,-0.2799367027096041,-0.04547624499750459,-0.5760367962485738,0.1327117196972606,0.20086238795529127,-0.12185406003416525,-0.11681581811264445,-0.11401842735087414,0.0774277894122788,-0.030979176141751722,0.10083536081200803,0.8124230419911623,-0.8387533946245751,0.19431784821332732,-0.44696476162645804,0.06616682251606167,0.15813183943643522,0.727254637954975,0.03257346224502847,-0.3754109918793547,-0.3859618881190724,0.0731483023200869,0.72787627381557,-0.20560252985001606
Chinese Oil Imports,0.3025258999194392,-0.43361485973929,-0.3373827272173233,-0.34717321765779297,-0.03367154299043457,0.23163467947503297,-0.2928544402431146,-0.02645376274879951,-0.2534405583558947,0.23563703346749623,-0.05149367811667169,-0.2209066585382173,-0.31041012360642173,-0.27684692255916443,0.5091259355680987,0.4968674843095496,0.37638321640450084,-0.05313408174881743,-0.2715315848001318,0.4965527160507013,0.3406836752694094,1.0,0.19368915960939728,-0.3541017825912317,0.03021728139969173,0.2059853006437811,0.009635513139893305,-0.04578324488309928,-0.23232532831742142,0.03730344660926727,-0.43884868510200653,0.14775158877662872,-0.16311584241000587,-0.10691150963205309,-0.3654955920324857,-0.25703200660598835,0.057748504005159615,0.11095568832445306,0.13481591056710512,0.23583673435894079,0.11872389805477913,0.018760570378100107,0.09748128834137745,0.3158286901690457,-0.5081177210498135,0.25646559848905603,0.17804265247822557,0.3846418980965837,0.1452740114694143,0.4670895087938031,0.22423811749111092,-0.0494624193161809,0.11455549685960113,0.3415557141386794,0.4174277745064035,0.038469038870343836
Japanese Export China,0.2714908659579179,-0.24635321858486722,-0.03829119734588954,-0.09482968645060764,0.09734406911756233,0.2067455074652227,-0.2048918031524406,-0.10034692470157305,-0.24170291210271655,0.3956176878360788,-0.10522205201144327,-0.3402222099276305,-0.3597301057823038,-0.36481238814965566,0.3909325820855042,0.4479526455634466,0.4056436364072482,0.045084531661477106,0.08407734067089741,0.27248097747494365,0.49148638156040253,0.19368915960939728,1.0,-0.18859741943226196,-0.12782216228255025,0.17142758507259578,0.2041973832861965,0.2887861850266353,-0.026905014626387922,0.22129232472451874,-0.29782909930236795,0.313537691087111,-0.3177291668510712,-0.18857504959058907,-0.4726863953574253,-0.0696355452751563,-0.12226689527813778,0.015789876910765645,0.1508049153910864,0.2600810475406272,-0.09627882711054585,-0.2987042291275953,0.03074549383171654,0.37986141086911906,-0.5134912097547938,0.15533340870817308,-0.19225147085617927,0.22113336404991119,0.602801692613755,0.4583510527934906,0.13067818690066135,-0.11888022511274286,-0.10484852199565177,0.1661776625703529,0.43670044185961454,-0.15063630751281643
Industrial Metal Prices,-0.2615566677623021,0.44897786704229437,0.49587788337915295,0.4609452379403933,-0.3020518831367071,-0.6918552324244452,0.43350286730313087,-0.00994568354504683,0.3743606478571709,0.17268626221324254,0.0024779597737028224,0.09262529022125786,0.17083288097600022,0.18669251027758413,-0.39896349766760086,-0.26530933210102076,-0.1860664423206476,-0.09894723135497945,0.011637168332899888,-0.11690967636758753,-0.3814246103737452,-0.3541017825912317,-0.18859741943226196,1.0,-0.16029118483939434,0.164670520150101,0.41522730195482405,0.1982857036023507,-0.1813416370207557,-0.016324559255647457,0.4949608488410257,-0.1889515219471415,-0.09396215806506016,-0.14602557043399766,0.35403422640410953,-0.22211785923066735,-0.20695633815268316,0.08429104613543559,0.2148177194428232,0.289897423546199,-0.14935123859423052,0.35751663687119584,-0.23126181946901037,-0.16489704094228597,0.45529781492561067,0.34848460408229015,0.00806309766795308,0.0017817033348123384,0.08199329612985377,-0.7061144525256594,-0.029006049067576544,0.48393249490020435,0.2852578936641868,-0.17606155452281813,-0.6690371483278555,0.2379810124415925
US Core CPI,0.06421164989463504,-0.017714450124382837,0.33996395776711213,0.3192527784137804,-0.1894656358204451,0.2223094455681829,0.1852867106636464,-0.18199022472379348,-0.648207840547791,-0.15088949522655729,-0.19016476062124765,-0.3821128624702002,-0.3332263793247086,-0.1340100231458215,0.42505589060024995,0.3625603940351817,0.23018993723492057,-0.6624468125229787,-0.6283057556190274,0.6121684820300641,0.5969994386832865,0.03021728139969173,-0.12782216228255025,-0.16029118483939434,1.0,0.3127027004638122,-0.066032705412082,0.5909005293015378,-0.09883085469371646,-0.0187599331697176,-0.46654306514757,0.024809283142600485,-0.1255584737220829,0.00022402174586738164,-0.2705037395981036,0.13353441419466272,0.2740269976531182,-0.2536797339559677,-0.317483835810198,-0.31317703657086027,0.012525996608711646,0.21601230274166885,-0.04648144475057421,0.5022478950840404,-0.3659083039304981,-0.12243291885764995,-0.35964052969885413,-0.29377741801370727,-0.3154411322580694,0.2845264983079346,-0.34304642235804794,-0.46037190322057936,-0.48138229250466924,-0.3126036461392407,0.288705418265222,0.057358337510695065
Inflation Surprise Global,-0.15970618295986402,-0.017937526165829804,0.3897015214474427,0.3078770860307124,-0.3930527267306051,-0.19753478680870906,-0.016440911107679194,-0.11971798745842575,-0.260478035167569,0.10040905250930171,-0.13993213223854808,-0.3308066950328944,-0.4379270091693165,-0.205581077387232,0.355412226303229,0.38231195580960065,0.38559847169420514,-0.25585167738688275,-0.24774088957034593,0.4411178941894352,0.30930884281681614,0.2059853006437811,0.17142758507259578,0.164670520150101,0.3127027004638122,1.0,0.17810642756307918,0.49842122773476727,-0.06791123608291846,-0.34379140866150204,-0.027403016835441538,-0.33331441997667416,-0.003745979614145624,0.11868177149337633,0.03577863176298908,0.08707165864371462,0.2856553447269278,-0.21452280176967536,-0.23674723160797406,-0.06289491745963939,0.20922151202202466,0.5863780777257875,0.0761007461031885,0.5122665029000152,-0.18360620932765875,0.11623557329562965,-0.4560101325155374,-0.226518463392676,-0.0669303828232256,0.10880897392069244,0.022402947808815066,-0.10074744256294385,-0.17750223707807747,-0.002114351540708847,0.12192480875448093,-0.13252841350598904
US Breakeven Inflation,0.30330113808369363,-0.15282189448507458,0.1777501676679263,0.08400446031664668,0.15042719563253548,-0.09294652384462398,0.20206635108480503,-0.33939041228200745,-0.02313749088170728,0.7219672985964944,-0.2682081250515755,-0.3502839927070497,-0.3074853735846801,-0.3391803176416617,-0.005678700789943376,0.29957711703857043,0.282567172110691,0.12108292238562472,-0.03153040651480097,0.2801293046860144,0.12960402072631394,0.009635513139893305,0.2041973832861965,0.41522730195482405,-0.066032705412082,0.17810642756307918,1.0,0.5571772229009162,-0.4180775430759979,0.48109778922661,0.04150849341923686,0.4459303331107335,-0.6055359884679428,-0.6113104360428848,-0.3611950620821699,-0.49837302338526085,-0.6252033680565076,0.34280906509817594,0.5602015393474619,0.6541102102134061,-0.5893929425192671,-0.17196954759999608,-0.5500592364361014,0.1699545915033462,-0.21919408310149688,0.733381368750577,0.15564375082328125,0.5795497715941417,0.4751570763075038,-0.06157620224641655,0.16126471102876178,0.3109954133053519,0.32034953766565105,0.1091186765305993,-0.01887836213153723,0.05658204874114414
US PCE YOY,0.24695029582705658,0.08542908454841007,0.5675294598456574,0.47821691955607526,-0.054439334615436936,0.1459264282401981,0.37126794265277574,-0.2781069827660322,-0.5643146308072697,0.3768111234855129,-0.23935924428548658,-0.5938192963064707,-0.47106122505202425,-0.2391861762612004,0.27163663869516763,0.40620180181069426,0.29330323217900645,-0.480115727077879,-0.5207427609608343,0.6246111434100785,0.5494606952908303,-0.04578324488309928,0.2887861850266353,0.1982857036023507,0.5909005293015378,0.49842122773476727,0.5571772229009162,1.0,-0.3387765823623992,0.2540563778579034,-0.2380024567252203,0.26342882218882824,-0.5478474405938085,-0.4243668711045501,-0.4467313598004142,-0.2668916784786597,-0.19898254412241734,-0.10434054439055587,0.004147356289386234,0.22451182221142962,-0.3311803136440625,0.12399453859176668,-0.36654929686293947,0.4821826742466938,-0.3468209981359005,0.3009530439123396,-0.4286054120206082,0.021329289558053816,0.1615970541372702,0.12168315614133737,-0.17944526558097282,-0.1295721820404493,-0.25385087523144373,-0.2155449409806601,0.17789868230228403,0.11808063432658446
 US Financial Conditions Index A,-0.6764666206612232,-0.1910129997079788,-0.31040995001032057,-0.36332382997425544,-0.3665242211353899,-0.4038346968523221,-0.5710927459891756,0.1216784640597082,0.3452480375015068,-0.596852684998886,-0.1789064123857907,0.028595973349019567,-0.26742907976865005,-0.3129173176525306,0.19659152736223573,0.06351290134726438,0.28590843212672273,0.43662330779618536,0.5417433250226685,-0.30374281555038285,0.05371150295117192,-0.23232532831742142,-0.026905014626387922,-0.1813416370207557,-0.09883085469371646,-0.06791123608291846,-0.4180775430759979,-0.3387765823623992,1.0,-0.7112811235403037,0.44149988840891413,-0.6064903869490691,0.7637347702615664,0.8350490624563146,0.5820838362585739,0.8058888355339112,0.47090396725325195,-0.2960499841684431,-0.48576484456663904,-0.6821228434836423,0.6365747938452453,0.2531553967398447,0.7207420847569754,0.1527362618756292,0.14080698698112035,-0.3887996535962938,-0.40931137840342235,-0.41714860757140804,-0.1827952235931038,-0.007491642028438429,0.3352880336591466,0.053412204875568574,-0.010237035896394409,0.2640876317997118,-0.023335878148360193,-0.7562103039122599
 US Financial Conditions Index B,0.8545395419710248,0.10322062790372058,0.10665729880193303,0.15755862621487862,0.5499613184173607,0.5612075628619172,0.42211989314439974,-0.29995154457603146,-0.32917669033532143,0.7172436419364447,-0.023922265621122277,-0.11973628827746735,0.2558729697752439,0.18600145300595647,-0.19648903718122135,-0.03709521202420114,-0.2943509395045768,-0.1408897907613151,-0.3456529327344036,0.1822758008868075,0.04296269320803505,0.03730344660926727,0.22129232472451874,-0.016324559255647457,-0.0187599331697176,-0.34379140866150204,0.48109778922661,0.2540563778579034,-0.7112811235403037,1.0,-0.4754028117293216,0.9115154035135434,-0.8628158320456429,-0.9167095717243848,-0.7136625541817344,-0.7600775761921151,-0.7438767232204523,0.4740297907937514,0.6473862134107222,0.6968615994199425,-0.8935252842890744,-0.7632543365898445,-0.8041017463770319,-0.2976416252666933,-0.24969930200136659,0.318498757497933,0.4551022024821361,0.5213342125724725,0.38327690554439686,0.08978299479019786,-0.41827979791654185,-0.18291461097515638,-0.1260364384538415,-0.3692084282948523,0.11177892358032268,0.5992858449465014
 EU Financial Conditions Index A,-0.6242364375223465,0.2840972623501071,0.04026750699131273,0.019499522881918405,-0.18582436891288026,-0.6122349472926246,-0.03515262358870688,0.24379315477209104,0.6978420705829486,-0.27732799316457607,0.14368243537061473,0.34281279840807755,0.1872096100668679,0.20028066289488883,-0.5307962666257678,-0.4927866632051955,-0.20852588261578492,0.49905071336975504,0.5799603459896899,-0.6588479955255292,-0.5771638611399049,-0.43884868510200653,-0.29782909930236795,0.4949608488410257,-0.46654306514757,-0.027403016835441538,0.04150849341923686,-0.2380024567252203,0.44149988840891413,-0.4754028117293216,1.0,-0.5869006796616381,0.49004299742959107,0.39910229066342384,0.7724397386226394,0.2706249437876407,0.07383136301457217,-0.046442917072726075,-0.09159666985382621,-0.17896851518014065,0.3075709953267498,0.3244435558949507,0.3064786862156448,-0.35555592644400447,0.7198328950770617,-0.08190199471400011,-0.16216846592399825,-0.2392755896778071,-0.06162277378396089,-0.6031558225711505,0.3623826964183843,0.5493978400239918,0.4508124712224442,0.251331534516713,-0.5995328769403606,-0.27223275155420507
 EU Financial Conditions Index B,0.8030998566876132,-0.0205035941457424,-0.005699473103648599,0.01833295777926872,0.41779238123814955,0.6583681580052221,0.2772817619848257,-0.21616413398323306,-0.4443728539845905,0.6555151794118926,-0.024084121024075825,-0.1931958220932933,0.04330373161256187,-0.0065444224018080385,0.029854702801809633,0.16579236632660677,-0.09360359304547275,-0.20541796747055507,-0.3696507800094714,0.3304336458335522,0.2299343089540668,0.14775158877662872,0.313537691087111,-0.1889515219471415,0.024809283142600485,-0.33331441997667416,0.4459303331107335,0.26342882218882824,-0.6064903869490691,0.9115154035135434,-0.5869006796616381,1.0,-0.8399006876912083,-0.8420146767233716,-0.8616867993640408,-0.6983521225963626,-0.5767575065999742,0.442595770252611,0.6251460948921614,0.6438519779810087,-0.8069613499485798,-0.6997045887007364,-0.7501102408217292,-0.08870785751866042,-0.49723957236368893,0.35506945484750835,0.3385528733824386,0.5539989592660848,0.4054129469604177,0.24338726089703758,-0.3154359882543746,-0.18351398102419494,-0.16318319473331314,-0.27326186864134466,0.2911709872196221,0.5063126006949791
US IG Spreads,-0.819873357904703,-0.18979405137805383,-0.3364659716558342,-0.3337742175564386,-0.24962466843713738,-0.5129346962552281,-0.4529547789543814,0.2982958614642057,0.5365568465774838,-0.8111183230062949,0.08516762997162984,0.3437345908225009,0.04246121876531676,-0.05849621268799598,-0.05471549268965329,-0.22712365840418638,0.07197568118226944,0.32761428708578166,0.5446162718298571,-0.4917537493673685,-0.2799367027096041,-0.16311584241000587,-0.3177291668510712,-0.09396215806506016,-0.1255584737220829,-0.003745979614145624,-0.6055359884679428,-0.5478474405938085,0.7637347702615664,-0.8628158320456429,0.49004299742959107,-0.8399006876912083,1.0,0.9476609667057234,0.8096514801940262,0.8115934445751275,0.6195070698027519,-0.385324762869448,-0.6217388533039503,-0.7576176461454593,0.8014960279434016,0.45035815516458283,0.8216760686038218,0.017334987578319794,0.44048310513042865,-0.46104085206603845,-0.17118908945697786,-0.48214902732594545,-0.4117923121860452,-0.15349388326844807,0.378896133336768,0.17839022124207188,0.22928229427989325,0.35567148720980835,-0.21594934799552162,-0.6203159214824501
US HY Spreads,-0.8440923561990581,-0.21032750689241145,-0.32328343939056386,-0.34777061554958333,-0.4164767373258396,-0.5040025707659588,-0.5632985256040298,0.29386905568565275,0.4058728923121552,-0.8030761912310099,0.033565984284413285,0.20744195599046608,-0.169722336194129,-0.18438813434537366,0.1793041796322118,-0.010092625570133521,0.2556657181247967,0.25972996131180776,0.45218338099809513,-0.29250449053312,-0.04547624499750459,-0.10691150963205309,-0.18857504959058907,-0.14602557043399766,0.00022402174586738164,0.11868177149337633,-0.6113104360428848,-0.4243668711045501,0.8350490624563146,-0.9167095717243848,0.39910229066342384,-0.8420146767233716,0.9476609667057234,1.0,0.729816751025586,0.9105591370315154,0.7413604963400796,-0.4227937922017619,-0.6673661520991441,-0.8061408309479188,0.8837486449025257,0.4974232047199204,0.8616719004009868,0.21719177018302993,0.2396528204939455,-0.43407480830276246,-0.3474492487067525,-0.5509703992497531,-0.38688111783425305,-0.012604946081655728,0.38290036301228453,0.08671511671427956,0.08932102772288135,0.35379139003992477,-0.061236597028283504,-0.6875132285443425
EU IG Spreads,-0.7797813312005234,0.16304614991459254,-0.07766304861823442,-0.06530560573100869,-0.25247873595085013,-0.7221654040112945,-0.18037268928482558,0.2585042516486726,0.7227445324799356,-0.6059898426681603,0.09560260020242951,0.40916705068707243,0.25886172442541383,0.2314899742217983,-0.3914146928307956,-0.4808774396425188,-0.20719294951779885,0.39934059127831584,0.49127114720887777,-0.6117177215264192,-0.5760367962485738,-0.3654955920324857,-0.4726863953574253,0.35403422640410953,-0.2705037395981036,0.03577863176298908,-0.3611950620821699,-0.4467313598004142,0.5820838362585739,-0.7136625541817344,0.7724397386226394,-0.8616867993640408,0.8096514801940262,0.729816751025586,1.0,0.5950630116417691,0.3469691402871467,-0.2698861424693714,-0.4304982967301288,-0.5268585799612028,0.5948996761214244,0.4644996782939536,0.5412287276023618,-0.29462014170379336,0.7665767631474606,-0.31000076400804416,-0.10735766935068236,-0.5242137985428585,-0.4013022948006476,-0.5516918996321725,0.2368592923184616,0.329726660551478,0.30401460414453524,0.1616269199367016,-0.5918169343973276,-0.37950761006801087
EU HY Spreads,-0.7667410806518254,-0.2665531009921043,-0.33635571560236693,-0.37215266050273876,-0.31647860501043656,-0.4144403006024235,-0.6192109941102196,0.23600253937458812,0.3160108046814999,-0.7266521216807618,-0.014016465047753585,0.11630017474078755,-0.28612708361413525,-0.26146731615971847,0.26554880129112546,0.10974110259126806,0.35551690952229836,0.2591521781155997,0.44331330442420264,-0.21232010805633625,0.1327117196972606,-0.25703200660598835,-0.0696355452751563,-0.22211785923066735,0.13353441419466272,0.08707165864371462,-0.49837302338526085,-0.2668916784786597,0.8058888355339112,-0.7600775761921151,0.2706249437876407,-0.6983521225963626,0.8115934445751275,0.9105591370315154,0.5950630116417691,1.0,0.6782423079303307,-0.3923010568546098,-0.6248067622372155,-0.8025730505831811,0.7776021407097933,0.2820447673870419,0.7675553151714077,0.32173806819520223,0.0949466675535022,-0.3862278009129622,-0.3795468708842513,-0.5580709991761669,-0.3367954337350719,0.14829170089329338,0.3115057190139967,-0.08479405969207938,-0.04153585975111302,0.3033702852024918,0.10222668308690104,-0.7435126804622918
