,Cycle Indicator Global,Eurozone Retail Sales,Eurozone Industrial Production exconstr,Eurozone Industrial Production manuf,US Privately Owned Housing Starts,US HomeBuilders Market Index,US Indus Prod Index,US JoblessClaims Seasonally Adjusted,US U6 Unemp Rate,World EPS forecast 3M Change,US M1 Growth YOY,RealUS M1 Growth YOY,FED Excess Reserves,ECB Balance Sheet,Real Yield US,US 10yr Rate,Germany 10yr Rate,EU 10Y 2Y Curve,US 10Y 2Y Curve,Fed Fwd 6 Month,Fed Fwd 12 Month,Chinese Oil Imports,Japanese Export China,Industrial Metal Prices,US Core CPI,Inflation Surprise Global,US Breakeven Inflation,US PCE YOY, US Financial Conditions Index A, US Financial Conditions Index B, EU Financial Conditions Index A, EU Financial Conditions Index B,US IG Spreads,US HY Spreads,EU IG Spreads,EU HY Spreads,US Credit Standards,Global Equity 3 Month Momentum,Global Equity 6 Month Momentum,Global Equity 12 Month Momentum,Vix Index,Commercial Paper Spread,V2x Index,Eonia Spread,Equity Risk Premia,Sentiment Macro Fundamentals Global News Social,Sentiment Consumer Sentiment Global News Social,Sentiment Economic Growth Global News Social,Sentiment Trade Balance Global News Social,Sentiment environmental composite GLOBAL News,Sentiment social composite GLOBAL News,Sentiment governance composite GLOBAL News,Sentiment governance composite GLOBAL News Social,Sentiment social composite GLOBAL News Social,Sentiment environmental composite GLOBAL News Social,Idx_Price
US Credit Standards,-0.6392988329312634,0.008956450055651896,-0.1648131041603619,-0.17403488543127574,-0.5724064684871779,-0.19235655010840283,-0.42701731763776113,0.43354368957643513,0.006184185062658456,-0.7089154856366956,0.3402912211497799,0.22794124604248475,-0.24599998744088047,-0.024280901329888013,0.36230336127650514,0.14572624430323122,0.2586032610920004,-0.22538644652019443,-0.004606322424061889,0.07388720431601645,0.20086238795529127,0.057748504005159615,-0.12226689527813778,-0.20695633815268316,0.2740269976531182,0.2856553447269278,-0.6252033680565076,-0.19898254412241734,0.47090396725325195,-0.7438767232204523,0.07383136301457217,-0.5767575065999742,0.6195070698027519,0.7413604963400796,0.3469691402871467,0.6782423079303307,1.0,-0.322116606795998,-0.5416621194794355,-0.6950113510643793,0.7793561809141654,0.5389444509040171,0.6098689505225271,0.3789329115000237,-0.08742935284276739,-0.3510179167321129,-0.431859565532319,-0.5311261210260045,-0.38064179943585913,0.16797354946232088,0.15661596741651843,-0.11929696571847082,-0.18056589415291702,0.1623922329509065,0.1631263719521366,-0.28345895650934266
Global Equity 3 Month Momentum,0.34863103668995593,0.02890827388780368,-0.1626183468557503,-0.14374638119708869,0.1615627762371606,0.10241342780368842,0.013995341085304687,-0.12029664202630944,0.05586953030682372,0.46131963367549794,0.06801295175868825,0.0901008282590935,0.09987863547288975,0.056645549341695405,-0.15834821688811718,-0.03804083676976802,-0.10113014702263504,0.15579691324951087,0.029924643350192046,-0.039262888895420345,-0.12185406003416525,0.11095568832445306,0.015789876910765645,0.08429104613543559,-0.2536797339559677,-0.21452280176967536,0.34280906509817594,-0.10434054439055587,-0.2960499841684431,0.4740297907937514,-0.046442917072726075,0.442595770252611,-0.385324762869448,-0.4227937922017619,-0.2698861424693714,-0.3923010568546098,-0.322116606795998,1.0,0.6079654321973734,0.428672210965306,-0.4613577087505817,-0.41951237730197016,-0.3977276936732073,-0.21997241158315223,-0.12673352353803968,0.25861617106599816,0.43907463047227174,0.4584388452231302,0.316594608375476,-0.024446442208030633,-0.021821531427212663,0.10831046882080349,0.1415217437415149,-0.005382284118405352,-0.019196440581472466,0.23635688739152974
Global Equity 6 Month Momentum,0.4931794299843492,0.044684627199825314,-0.055059096656976156,-0.051514596347988106,0.24918460186604935,0.1605404361949925,0.12418884285717663,-0.14159002292543912,0.026624747696578493,0.7091693337906745,0.0038902695729755216,0.08099943147584548,0.09542997498026543,0.04796477904260028,-0.17117229049861632,0.014992700443908226,-0.0889127694617933,0.14482145966626384,-0.01703135788621291,0.03916462462968134,-0.11681581811264445,0.13481591056710512,0.1508049153910864,0.2148177194428232,-0.317483835810198,-0.23674723160797406,0.5602015393474619,0.004147356289386234,-0.48576484456663904,0.6473862134107222,-0.09159666985382621,0.6251460948921614,-0.6217388533039503,-0.6673661520991441,-0.4304982967301288,-0.6248067622372155,-0.5416621194794355,0.6079654321973734,1.0,0.7347540400778712,-0.6361363194356949,-0.448819953999999,-0.5803843864602651,-0.23533838497099507,-0.18054682250438472,0.533367696081158,0.4966917368135087,0.653360817993029,0.5363247682904861,-0.05534690762209254,-0.03527392462931014,0.15516649633483226,0.2022584261924575,-0.030372720103285983,-0.032499574476275245,0.3721852541249848
Global Equity 12 Month Momentum,0.6031052061494998,0.07061654000286778,0.12468906352259801,0.12020845296444674,0.36049452976222773,0.1882488504170144,0.30294480224310044,-0.17295071649894742,-0.06332270382182978,0.8251255809910707,-0.02758061425324325,-0.12110033553811918,0.09683963986404004,0.04890378918322864,-0.1746889897516034,0.03778824310011292,-0.1049660432923416,0.014836076253178156,-0.13967961230125814,0.14220849952763617,-0.11401842735087414,0.23583673435894079,0.2600810475406272,0.289897423546199,-0.31317703657086027,-0.06289491745963939,0.6541102102134061,0.22451182221142962,-0.6821228434836423,0.6968615994199425,-0.17896851518014065,0.6438519779810087,-0.7576176461454593,-0.8061408309479188,-0.5268585799612028,-0.8025730505831811,-0.6950113510643793,0.428672210965306,0.7347540400778712,1.0,-0.6679417517942561,-0.35724903680217146,-0.6470450684289516,-0.1895441161096772,-0.1647060838647622,0.560812625869467,0.417413265946484,0.6492094383153455,0.570351052888525,-0.057106786680357166,-0.10939554922325367,0.12205132375425283,0.15614216055576713,-0.09154054046130032,-0.024225412372448414,0.4524180074070168
Vix Index,-0.7704144221711644,-0.16913405262366166,-0.3208770816824617,-0.3440866115986238,-0.4311108891828253,-0.4244898846042844,-0.5767496565652545,0.4887060582937935,0.32564101637016307,-0.733038419278194,0.22603151371780725,0.19562596028312235,-0.2519869160686107,-0.1415161824081772,0.28847397368896466,0.09891763028127493,0.32024752254218963,0.10803935767926759,0.27114399814091,-0.11014764116132739,0.0774277894122788,0.11872389805477913,-0.09627882711054585,-0.14935123859423052,0.012525996608711646,0.20922151202202466,-0.5893929425192671,-0.3311803136440625,0.6365747938452453,-0.8935252842890744,0.3075709953267498,-0.8069613499485798,0.8014960279434016,0.8837486449025257,0.5948996761214244,0.7776021407097933,0.7793561809141654,-0.4613577087505817,-0.6361363194356949,-0.6679417517942561,1.0,0.5243197537576044,0.9052600741887615,0.31633676305155434,0.12428973214524164,-0.3109846010836431,-0.3892055320164048,-0.507541386154652,-0.35324472665313905,0.11740951813447989,0.43977319016062427,0.1122980367340757,0.12347329292525591,0.44725683441887093,0.05605237747272193,-0.5439184542591751
Commercial Paper Spread,-0.5854372840850233,0.13348481775026413,0.3695408935260748,0.30557682276050346,-0.6601092297944343,-0.5177409010500768,0.08051125619223916,0.0675518235031721,0.027636776863619202,-0.39041550936847563,-0.08623339164712167,-0.06940248343103404,-0.2143717512508372,-0.09906382404608988,0.16532789290246486,0.08381518354614029,0.19636688883340278,-0.24498958732866932,-0.06509524154005715,0.12594399697508513,-0.030979176141751722,0.018760570378100107,-0.2987042291275953,0.35751663687119584,0.21601230274166885,0.5863780777257875,-0.17196954759999608,0.12399453859176668,0.2531553967398447,-0.7632543365898445,0.3244435558949507,-0.6997045887007364,0.45035815516458283,0.4974232047199204,0.4644996782939536,0.2820447673870419,0.5389444509040171,-0.41951237730197016,-0.448819953999999,-0.35724903680217146,0.5243197537576044,1.0,0.342016694433048,0.3259239325228349,0.18454395523079126,-0.06263689934606749,-0.42317722578259176,-0.3606282182963568,-0.31794552010460564,-0.2852731054052313,0.1673740903308297,0.216621149112389,0.05109705595272222,0.07650396759878186,-0.24630297469403914,-0.17574320252793804
V2x Index,-0.6946191408254093,-0.3267214298987201,-0.40532015322266957,-0.4303786119981439,-0.233555021067006,-0.38428488991319915,-0.6186754758907385,0.37694644769425417,0.36601824133924016,-0.6695434997434909,0.12617845528874777,0.17464077660725413,-0.22681538017323918,-0.25951066273648044,0.23672218649479318,0.07047424075781902,0.3361368997753286,0.24513880447524247,0.44583178323068995,-0.23372080740623472,0.10083536081200803,0.09748128834137745,0.03074549383171654,-0.23126181946901037,-0.04648144475057421,0.0761007461031885,-0.5500592364361014,-0.36654929686293947,0.7207420847569754,-0.8041017463770319,0.3064786862156448,-0.7501102408217292,0.8216760686038218,0.8616719004009868,0.5412287276023618,0.7675553151714077,0.6098689505225271,-0.3977276936732073,-0.5803843864602651,-0.6470450684289516,0.9052600741887615,0.342016694433048,1.0,0.2863355112561699,0.12977210069123274,-0.36009205964402996,-0.3014731865707638,-0.346674344643804,-0.1669143513334225,0.187663583494513,0.4842957514712057,0.12031967452702566,0.17435216820217583,0.49389784837354395,0.09229391579743552,-0.6748607990338313
Eonia Spread,-0.1982880231101979,-0.5245006791499934,-0.029117241778004056,-0.16102654502039682,-0.44693987563599324,-0.11678050351000319,-0.38428121368135015,-0.09055857575974598,-0.38733619941866765,-0.0568071437406748,-0.2572962615234634,-0.5079535557490538,-0.8852814411435118,-0.7912604822766601,0.8644727126093795,0.8740649811468548,0.9143276119058417,-0.2919272457998968,-0.16556208380487658,0.7190495907879626,0.8124230419911623,0.3158286901690457,0.37986141086911906,-0.16489704094228597,0.5022478950840404,0.5122665029000152,0.1699545915033462,0.4821826742466938,0.1527362618756292,-0.2976416252666933,-0.35555592644400447,-0.08870785751866042,0.017334987578319794,0.21719177018302993,-0.29462014170379336,0.32173806819520223,0.3789329115000237,-0.21997241158315223,-0.23533838497099507,-0.1895441161096772,0.31633676305155434,0.3259239325228349,0.2863355112561699,1.0,-0.7146607122757921,0.2974739633245669,-0.424017029771021,0.06992923446205855,0.06777147676492415,0.5655247192570597,0.3476541907577235,-0.07470246521078647,-0.06970269631763382,0.3564061539288556,0.5618597053784107,-0.45320777635349324
Equity Risk Premia,-0.37965575842601135,0.46969796168605366,0.1807458818501265,0.25417822562028797,0.17955444684665203,-0.41086534793342333,0.3154803920798629,0.18439931820518696,0.6204073038818747,-0.32052732371626297,0.19922578221078968,0.4742470208075277,0.6695631742676952,0.6170706541175467,-0.847684916526652,-0.8767797640026538,-0.6981300954771594,0.25154577533685085,0.3293887416184384,-0.7829604614230077,-0.8387533946245751,-0.5081177210498135,-0.5134912097547938,0.45529781492561067,-0.3659083039304981,-0.18360620932765875,-0.21919408310149688,-0.3468209981359005,0.14080698698112035,-0.24969930200136659,0.7198328950770617,-0.49723957236368893,0.44048310513042865,0.2396528204939455,0.7665767631474606,0.0949466675535022,-0.08742935284276739,-0.12673352353803968,-0.18054682250438472,-0.1647060838647622,0.12428973214524164,0.18454395523079126,0.12977210069123274,-0.7146607122757921,1.0,-0.3376882547416948,0.09482230221768126,-0.38631385568620985,-0.29661480775619237,-0.7525611448354265,-0.0967597366233613,0.3164363172415095,0.2747237169467096,-0.1588747597819013,-0.7820478085411636,0.06820008249771109
Sentiment Macro Fundamentals Global News Social,0.14642859915151651,-0.27264123944246466,-0.09218636735329425,-0.18107352691364806,-0.03827233628865694,-0.17337297381057945,-0.08170225600887926,-0.07662086682317734,0.07782500294886933,0.5140022661577581,-0.04548305793716643,-0.13878656722748126,-0.38338009863908984,-0.37963541945730106,0.20450372941720646,0.4252007065734891,0.4185775496400283,0.05146089712297986,-0.13542955413500868,0.43014486495029236,0.19431784821332732,0.25646559848905603,0.15533340870817308,0.34848460408229015,-0.12243291885764995,0.11623557329562965,0.733381368750577,0.3009530439123396,-0.3887996535962938,0.318498757497933,-0.08190199471400011,0.35506945484750835,-0.46104085206603845,-0.43407480830276246,-0.31000076400804416,-0.3862278009129622,-0.3510179167321129,0.25861617106599816,0.533367696081158,0.560812625869467,-0.3109846010836431,-0.06263689934606749,-0.36009205964402996,0.2974739633245669,-0.3376882547416948,1.0,0.2903769306273596,0.6240492125847582,0.39794257955564377,0.024288555683736595,0.28906091246966076,0.37803649882136703,0.4258409947234428,0.24463367470437833,0.03736704104670451,0.09126421981347033
Sentiment Consumer Sentiment Global News Social,0.3238749975627225,-0.2718901964496442,-0.42145959309541275,-0.3439722933550442,0.4989158273754414,0.062189234224589,0.017142934778008816,-0.06907913910266644,0.33574092192997496,0.28248100222372435,0.09021050856548313,0.36972123318011085,0.4775506783512721,0.11836074971378371,-0.31691336152469113,-0.23073021767368787,-0.2620854067064251,0.29852836635528984,0.19243486947776306,-0.269908127222609,-0.44696476162645804,0.17804265247822557,-0.19225147085617927,0.00806309766795308,-0.35964052969885413,-0.4560101325155374,0.15564375082328125,-0.4286054120206082,-0.40931137840342235,0.4551022024821361,-0.16216846592399825,0.3385528733824386,-0.17118908945697786,-0.3474492487067525,-0.10735766935068236,-0.3795468708842513,-0.431859565532319,0.43907463047227174,0.4966917368135087,0.417413265946484,-0.3892055320164048,-0.42317722578259176,-0.3014731865707638,-0.424017029771021,0.09482230221768126,0.2903769306273596,1.0,0.6259885543156558,0.25092329556189424,-0.11918882304764934,0.028170934400196915,0.16800086267135772,0.41566046378433463,0.09325796237519861,-0.16426114832030794,0.2457077183302065
Sentiment Economic Growth Global News Social,0.46643602997860034,-0.438854428874215,-0.26880756620528196,-0.3006812455387147,0.28672479532554834,0.15687397682031456,-0.03404659643820358,-0.2544493644529761,-0.010611508855016548,0.5889994623267992,-0.12412308384109674,-0.07167878838554294,-0.11103005880981553,-0.3854277706453933,0.1043302003535132,0.29242110755177353,0.2479427894225514,0.21926026418846237,0.11692631389192269,0.14987837309752233,0.06616682251606167,0.3846418980965837,0.22113336404991119,0.0017817033348123384,-0.29377741801370727,-0.226518463392676,0.5795497715941417,0.021329289558053816,-0.41714860757140804,0.5213342125724725,-0.2392755896778071,0.5539989592660848,-0.48214902732594545,-0.5509703992497531,-0.5242137985428585,-0.5580709991761669,-0.5311261210260045,0.4584388452231302,0.653360817993029,0.6492094383153455,-0.507541386154652,-0.3606282182963568,-0.346674344643804,0.06992923446205855,-0.38631385568620985,0.6240492125847582,0.6259885543156558,1.0,0.6327529591386337,0.17886492433803855,0.2761918152913248,0.26553322895365206,0.40185248128513956,0.3072186894366706,0.18750071030234267,0.11698047014294927
Sentiment Trade Balance Global News Social,0.3130841733627641,-0.23491323004995093,-0.13378405813515984,-0.17448027764147225,0.2302009970183131,0.08582181386456961,-0.05778190813132571,-0.12542215809386847,0.04028672556521872,0.5611200536057958,-0.038523327787899395,-0.052192710801008395,-0.11208634256806606,-0.2614141534320596,0.06209823058124825,0.2194379316749557,0.2122261801916177,0.2371635572969847,0.2212083588579413,0.040445849095867493,0.15813183943643522,0.1452740114694143,0.602801692613755,0.08199329612985377,-0.3154411322580694,-0.0669303828232256,0.4751570763075038,0.1615970541372702,-0.1827952235931038,0.38327690554439686,-0.06162277378396089,0.4054129469604177,-0.4117923121860452,-0.38688111783425305,-0.4013022948006476,-0.3367954337350719,-0.38064179943585913,0.316594608375476,0.5363247682904861,0.570351052888525,-0.35324472665313905,-0.31794552010460564,-0.1669143513334225,0.06777147676492415,-0.29661480775619237,0.39794257955564377,0.25092329556189424,0.6327529591386337,1.0,0.1394296068523233,0.15305326075893486,0.17771991405771473,0.20888462718326276,0.14734132960950153,0.12345486612594751,0.009683278258414455
Sentiment environmental composite GLOBAL News,0.28752209722360156,-0.5199150336893018,-0.3222534819915071,-0.355949952357858,0.08125373388105976,0.47623996320365014,-0.46880944630938753,-0.08971843304555707,-0.48115775498878344,0.11898209997167503,-0.1032332118459909,-0.3659215999109277,-0.5378329338281448,-0.4502914597672257,0.6960183168248651,0.6602188681557644,0.5718762809489154,-0.06099639896809404,-0.1184057415691058,0.4769573521892006,0.727254637954975,0.4670895087938031,0.4583510527934906,-0.7061144525256594,0.2845264983079346,0.10880897392069244,-0.06157620224641655,0.12168315614133737,-0.007491642028438429,0.08978299479019786,-0.6031558225711505,0.24338726089703758,-0.15349388326844807,-0.012604946081655728,-0.5516918996321725,0.14829170089329338,0.16797354946232088,-0.024446442208030633,-0.05534690762209254,-0.057106786680357166,0.11740951813447989,-0.2852731054052313,0.187663583494513,0.5655247192570597,-0.7525611448354265,0.024288555683736595,-0.11918882304764934,0.17886492433803855,0.1394296068523233,1.0,0.12850164880415452,-0.49192767052604075,-0.28897032993430577,0.27714587447835476,0.9659317859240032,-0.25631866347904314
Sentiment social composite GLOBAL News,-0.43379810317411976,-0.5480004634455611,-0.4814876780379517,-0.5647392707281783,-0.15263399208569395,-0.39406412475968494,-0.5589635803663968,0.24312447891125732,0.4481328232445681,-0.16110252042012352,0.041466115199019896,0.0811035061488358,-0.39591354225613123,-0.5326972828124716,0.23068828901697908,0.2892456218490253,0.5538622684672517,0.49016652927235016,0.520517598979325,-0.08929359528489136,0.03257346224502847,0.22423811749111092,0.13067818690066135,-0.029006049067576544,-0.34304642235804794,0.022402947808815066,0.16126471102876178,-0.17944526558097282,0.3352880336591466,-0.41827979791654185,0.3623826964183843,-0.3154359882543746,0.378896133336768,0.38290036301228453,0.2368592923184616,0.3115057190139967,0.15661596741651843,-0.021821531427212663,-0.03527392462931014,-0.10939554922325367,0.43977319016062427,0.1673740903308297,0.4842957514712057,0.3476541907577235,-0.0967597366233613,0.28906091246966076,0.028170934400196915,0.2761918152913248,0.15305326075893486,0.12850164880415452,1.0,0.6128344694630348,0.6991950046501564,0.9624514185710841,0.09941140519531166,-0.5827265049293272
Sentiment governance composite GLOBAL News,-0.38404364687363757,-0.10105132534461943,-0.16027069061042135,-0.20381276941853643,-0.122496391975505,-0.5203929739305541,-0.003870496848762899,0.251993893613172,0.5929321316059424,-0.03457797958970069,0.17562254353778664,0.28058117183043374,0.053438629620173324,-0.16906203839727063,-0.2633953621459367,-0.1518141362651582,0.05799423718476726,0.26094373214400207,0.3365697823632487,-0.2446737856380876,-0.3754109918793547,-0.0494624193161809,-0.11888022511274286,0.48393249490020435,-0.46037190322057936,-0.10074744256294385,0.3109954133053519,-0.1295721820404493,0.053412204875568574,-0.18291461097515638,0.5493978400239918,-0.18351398102419494,0.17839022124207188,0.08671511671427956,0.329726660551478,-0.08479405969207938,-0.11929696571847082,0.10831046882080349,0.15516649633483226,0.12205132375425283,0.1122980367340757,0.216621149112389,0.12031967452702566,-0.07470246521078647,0.3164363172415095,0.37803649882136703,0.16800086267135772,0.26553322895365206,0.17771991405771473,-0.49192767052604075,0.6128344694630348,1.0,0.8702189616421012,0.47408598474920716,-0.5027251986273501,-0.1422215907139002
Sentiment governance composite GLOBAL News Social,-0.31213938525221924,-0.3843214386773056,-0.4016154172513903,-0.42717109873585035,0.12462568999234117,-0.44856262956747944,-0.16370934342358845,0.17022950823757899,0.6488230416453993,-1.0659223827737585e-05,0.10607138534173188,0.27790597013574164,0.06101384567563788,-0.22308138240603229,-0.22506590213157066,-0.09584527740991308,0.1348658838336872,0.4640074730033065,0.47206672963753027,-0.29551676712664426,-0.3859618881190724,0.11455549685960113,-0.10484852199565177,0.2852578936641868,-0.48138229250466924,-0.17750223707807747,0.32034953766565105,-0.25385087523144373,-0.010237035896394409,-0.1260364384538415,0.4508124712224442,-0.16318319473331314,0.22928229427989325,0.08932102772288135,0.30401460414453524,-0.04153585975111302,-0.18056589415291702,0.1415217437415149,0.2022584261924575,0.15614216055576713,0.12347329292525591,0.05109705595272222,0.17435216820217583,-0.06970269631763382,0.2747237169467096,0.4258409947234428,0.41566046378433463,0.40185248128513956,0.20888462718326276,-0.28897032993430577,0.6991950046501564,0.8702189616421012,1.0,0.6619058370785196,-0.35906207341094554,-0.2425773205818781
Sentiment social composite GLOBAL News Social,-0.34048585251862123,-0.6201069851223592,-0.5578876989329569,-0.623999775499577,-0.04628631116483801,-0.27533433794248446,-0.6050179299078544,0.2217322149287996,0.37798739928066766,-0.1429730468197947,0.03606218803108437,0.050089850825928484,-0.39650064816197783,-0.5108894186178395,0.2798690777653054,0.3247387410952445,0.564275242069152,0.5009049483999143,0.5048708298572251,-0.0672600506602695,0.0731483023200869,0.3415557141386794,0.1661776625703529,-0.17606155452281813,-0.3126036461392407,-0.002114351540708847,0.1091186765305993,-0.2155449409806601,0.2640876317997118,-0.3692084282948523,0.251331534516713,-0.27326186864134466,0.35567148720980835,0.35379139003992477,0.1616269199367016,0.3033702852024918,0.1623922329509065,-0.005382284118405352,-0.030372720103285983,-0.09154054046130032,0.44725683441887093,0.07650396759878186,0.49389784837354395,0.3564061539288556,-0.1588747597819013,0.24463367470437833,0.09325796237519861,0.3072186894366706,0.14734132960950153,0.27714587447835476,0.9624514185710841,0.47408598474920716,0.6619058370785196,1.0,0.2250939829465655,-0.5667719964878156
Sentiment environmental composite GLOBAL News Social,0.31007872822561017,-0.4383057127957994,-0.2395080447871176,-0.28145733781447496,0.018356488076942935,0.5002245206465062,-0.3988697028896769,-0.11568718234519759,-0.5371189182243662,0.1557742194937578,-0.11757907056186445,-0.4053212659351815,-0.5513657021951305,-0.44520625828270916,0.6961500349373605,0.666484768831111,0.5554506729599135,-0.10350988411785828,-0.1568182299084203,0.5030177088350806,0.72787627381557,0.4174277745064035,0.43670044185961454,-0.6690371483278555,0.288705418265222,0.12192480875448093,-0.01887836213153723,0.17789868230228403,-0.023335878148360193,0.11177892358032268,-0.5995328769403606,0.2911709872196221,-0.21594934799552162,-0.061236597028283504,-0.5918169343973276,0.10222668308690104,0.1631263719521366,-0.019196440581472466,-0.032499574476275245,-0.024225412372448414,0.05605237747272193,-0.24630297469403914,0.09229391579743552,0.5618597053784107,-0.7820478085411636,0.03736704104670451,-0.16426114832030794,0.18750071030234267,0.12345486612594751,0.9659317859240032,0.09941140519531166,-0.5027251986273501,-0.35906207341094554,0.2250939829465655,1.0,-0.20533338879556223
Idx_Price,0.5837625579514466,0.6165709895249611,0.43486598988686975,0.532563709779242,0.126786221554996,0.4150685955387666,0.6878576559593299,0.018921682441257696,-0.3365720838200494,0.3320448397526356,0.3304551121681595,0.18289925708652663,0.5257432114818095,0.6697392874220722,-0.36422745450655397,-0.34826760295296055,-0.6241734781210887,-0.5145264566535883,-0.6254285267391142,0.1360166389539587,-0.20560252985001606,0.038469038870343836,-0.15063630751281643,0.2379810124415925,0.057358337510695065,-0.13252841350598904,0.05658204874114414,0.11808063432658446,-0.7562103039122599,0.5992858449465014,-0.27223275155420507,0.5063126006949791,-0.6203159214824501,-0.6875132285443425,-0.37950761006801087,-0.7435126804622918,-0.28345895650934266,0.23635688739152974,0.3721852541249848,0.4524180074070168,-0.5439184542591751,-0.17574320252793804,-0.6748607990338313,-0.45320777635349324,0.06820008249771109,0.09126421981347033,0.2457077183302065,0.11698047014294927,0.009683278258414455,-0.25631866347904314,-0.5827265049293272,-0.1422215907139002,-0.2425773205818781,-0.5667719964878156,-0.20533338879556223,1.0
