Date,Cycle Indicator Global,Eurozone Retail Sales,Eurozone Industrial Production exconstr,Eurozone Industrial Production manuf,US Privately Owned Housing Starts,US HomeBuilders Market Index,US Real Personal Income,US Real Personal Income exTrans,US Indus Prod Index,Adv Retail Sales US exFood Services,US JoblessClaims Seasonally Adjusted,US U6 Unemp Rate,World EPS forecast 3M Change,US M1 Growth YOY,RealUS M1 Growth YOY,FED Excess Reserves,Fed Balance Sheet,ECB Balance Sheet,Real Yield US,US 10yr Rate,Germany 10yr Rate,EU 10Y 2Y Curve,US 10Y 2Y Curve,Fed Fwd 6 Month,Fed Fwd 12 Month,Chinese Oil Imports,Japanese Export China,Industrial Metal Prices,US Core CPI,Inflation Surprise Global,US Breakeven Inflation,US PCE YOY,US Financial Conditions Index A,US Financial Conditions Index B,EU Financial Conditions Index A,EU Financial Conditions Index B,US IG Spreads,US HY Spreads,EU IG Spreads,EU HY Spreads,US Credit Standards,Global Equity 3 Month Momentum,Global Equity 6 Month Momentum,Global Equity 12 Month Momentum,Vix Index,Commercial Paper Spread,V2x Index,Eonia Spread,Equity Risk Premia,Sentiment Macro Fundamentals Global News Social,Sentiment Consumer Sentiment Global News Social,Sentiment Economic Growth Global News Social,Sentiment Trade Balance Global News Social,Sentiment environmental composite GLOBAL News,Sentiment social composite GLOBAL News,Sentiment governance composite GLOBAL News,Sentiment governance composite GLOBAL News Social,Sentiment social composite GLOBAL News Social,Sentiment environmental composite GLOBAL News Social
9/30/2016,0.2,101.4,101,101.2,6.2,58.8,"14,422.80","11,918.30",98.8,"400,254.80",261.6,9.7,-2.4,8,0.1,2346.6,"4,471,045.70",3216.1,0.1,1.7,0,61.7,90.8,0.5,0.6,0.1,-0.1,196.3,2.2,-7.8,1.5,1.5,99.9,-0.3,99.8,-0.3,281.9,5.5,1.2,4.1,1.8,0,0,0,14.7,44.6,22.6,-0.3,4.8,-0.8,0.2,-0.2,-0.2,-0.5,-1.2,0.3,0.1,-1.5,-0.5
10/31/2016,0.2,101.4,101,101.3,0.8,60.6,"14,472.50","11,964.10",98.7,"401,388.30",259.2,9.7,-1.9,8.7,0.1,2274.7,"4,467,809.60",3291.7,0.1,1.7,0,64,91.1,0.5,0.6,0.2,-0.1,197.8,2.2,-6.3,1.6,1.6,99.9,-0.3,99.8,-0.3,276,5.2,1.2,4.1,1.8,0,0,0,14.7,46.2,21.6,-0.3,4.8,-0.8,0.3,-0.2,-0.2,-0.6,-1.3,0.3,0.1,-1.5,-0.6
11/30/2016,0.3,101.9,101.1,101.4,7.4,61.3,"14,498.50","11,989.10",98.7,"404,107.30",256.7,9.6,-1.4,8.8,0.1,2236.3,"4,463,343.90",3363.5,0.2,1.8,0.1,71.8,98.8,0.6,0.7,0.1,-0.1,205.3,2.2,-4.9,1.7,1.6,100,-0.2,99.8,-0.3,269.8,5.1,1.2,4.1,1.1,0,0,0,14.8,43.8,21.7,-0.3,4.7,-0.8,0.4,-0.2,-0.1,-0.7,-1.5,0.2,0,-1.8,-0.6
12/31/2016,0.3,102,101.5,101.7,4.5,61.8,"14,524.70","12,013.60",98.6,"405,737.50",255,9.5,-1,8.5,0.1,2177.7,"4,462,414.50",3457.4,0.3,2,0.1,81.4,108.1,0.6,0.8,0.2,0,211.3,2.2,-2.3,1.7,1.7,100,-0.2,99.7,-0.3,259.2,4.8,1.2,4,1.1,0,0,0,14.1,43.9,20.3,-0.3,4.5,-0.9,0.2,-0.4,-0.1,-0.8,-1.8,-0.3,-0.5,-2,-0.8
1/31/2017,0.4,102.2,101.9,102,5.9,63.8,"14,548.00","12,032.30",98.7,"407,996.50",252.9,9.4,-0.5,8.8,0.1,2153.4,"4,460,275.60",3529,0.3,2.1,0.2,88.6,112.4,0.7,0.9,0.1,0,216.4,2.2,1.2,1.8,1.7,100,-0.1,99.7,-0.2,248.8,4.6,1.2,3.8,1.1,0,0,0.1,13.4,44.6,19.1,-0.3,4.4,-1,0.2,-0.3,-0.1,-0.8,-2,-0.6,-0.8,-2.2,-0.8
2/28/2017,0.5,102.4,102.1,102.2,6.8,64.7,"14,575.60","12,053.10",98.7,"410,327.50",250.1,9.3,-0.2,8.9,0.1,2177.6,"4,459,865.70",3600.5,0.3,2.2,0.2,95.2,114.9,0.7,1,0.2,0,222.2,2.2,7.5,1.9,1.8,100,-0.1,99.7,-0.2,241.7,4.4,1.2,3.7,3.6,0,0,0.1,12.9,44.5,18.1,-0.3,4.3,-1,0.2,-0.3,0,-0.7,-2.1,-0.8,-1,-2.2,-0.7
3/31/2017,0.5,102.5,102.1,102,6.2,64.8,"14,613.20","12,082.10",98.6,"412,455.40",248.6,9.2,-0.1,9,0.1,2220.1,"4,462,548.00",3705.8,0.3,2.3,0.3,101.9,115.5,0.8,1.1,0.1,0.1,226,2.2,10.9,1.9,1.8,99.9,0.1,99.6,-0.1,235.1,4.2,1.2,3.7,3.6,0,0,0.1,12.6,40.9,17.2,-0.3,4.2,-1,0.1,-0.3,0,-0.6,-2.1,-0.8,-1,-2.3,-0.6
4/30/2017,0.6,102.9,102.3,102.4,6.4,66.6,"14,622.30","12,086.40",98.7,"413,217.30",247.2,9,0,8.7,0.1,2237.6,"4,466,625.00",3827.4,0.3,2.3,0.3,102.4,112.7,0.9,1.1,0.1,0.1,226.6,2.1,11.8,1.9,1.8,99.8,0.1,99.6,-0.2,233.5,4.1,1.2,3.6,3.6,0,0.1,0.1,12.7,37.8,17.9,-0.4,4.2,-0.9,0,-0.2,0.1,-0.7,-2,-0.6,-0.7,-2.1,-0.7
5/31/2017,0.6,103.1,102.4,102.6,4.2,67.3,"14,645.80","12,104.80",99.1,"414,673.50",245.2,8.9,0.1,8.6,0.1,2234.2,"4,467,122.50",3927,0.4,2.3,0.3,103.2,108.6,1,1.2,0.1,0.1,226,2.1,10.9,1.9,1.8,99.8,0.3,99.6,-0.1,231.2,4,1.2,3.4,-2.3,0,0.1,0.1,12.2,32.9,17,-0.4,4.1,-0.8,0.1,-0.3,0.1,-0.7,-1.9,-0.4,-0.6,-2.1,-0.7
6/30/2017,0.6,103.4,102.7,103.1,3.3,68.1,"14,628.70","12,089.00",99.4,"415,536.80",244,8.8,0.2,8.6,0.1,2226.3,"4,467,673.40",4027.8,0.4,2.3,0.3,100.8,101.5,1.1,1.2,0.1,0.2,225.6,2,8.8,1.9,1.7,99.6,0.4,99.6,-0.1,227.3,3.9,1.1,3.2,-2.3,0,0.1,0.1,11.7,30.1,16.2,-0.4,4.1,-0.8,0,-0.3,0.1,-0.5,-1.6,-0.3,-0.5,-1.8,-0.5
7/31/2017,0.6,103.7,103.1,103.4,3.4,67.1,"14,631.30","12,093.40",99.7,"416,097.40",243.7,8.7,0.1,8.8,0.1,2228.3,"4,468,070.80",4086,0.4,2.3,0.4,105.4,99.4,1.1,1.3,0.1,0.2,228.1,1.9,5.6,1.8,1.7,99.5,0.5,99.6,0,221.8,3.8,1.1,3.1,-2.3,0,0.1,0.1,11.3,27.1,15.6,-0.4,4.1,-0.8,0.1,-0.2,0.2,-0.5,-1.4,-0.2,-0.4,-1.6,-0.5
8/31/2017,0.6,103.9,103.2,103.5,1.6,65.6,"14,628.90","12,091.80",99.8,"417,821.60",243,8.7,0,8.5,0.1,2261.4,"4,466,143.10",4136.2,0.4,2.3,0.4,107.3,95.6,1.1,1.3,0.1,0.2,236.2,1.8,3.5,1.8,1.7,99.4,0.6,99.7,0.1,218.5,3.8,1,2.9,-0.1,0,0.1,0.1,11.5,26.6,15.6,-0.4,4.2,-0.6,0.1,-0.3,0.2,-0.5,-1.4,-0.2,-0.3,-1.5,-0.5
9/30/2017,0.7,103.9,103.7,104.1,0.8,66.3,"14,627.50","12,093.10",99.8,"417,942.30",250.2,8.6,-0.2,8.2,0.1,2271.2,"4,464,299.00",4195.3,0.4,2.2,0.4,108.6,91.7,1.2,1.3,0.1,0.2,242.8,1.8,2,1.8,1.6,99.3,0.6,99.7,0.1,216.1,3.7,1,2.8,-0.1,0,0.1,0.1,11.2,26.5,14.9,-0.4,4.2,-0.5,0.1,-0.4,0.1,-0.5,-1.2,0,-0.1,-1.4,-0.4
10/31/2017,0.7,104.3,104.3,104.7,3.5,65.2,"14,629.90","12,095.30",99.8,"420,487.00",248.5,8.4,-0.1,8.1,0.1,2263.9,"4,463,871.40",4242.5,0.4,2.3,0.4,110.2,88.6,1.3,1.4,0.1,0.2,249.9,1.8,0.3,1.8,1.6,99.2,0.7,99.7,0.1,210.2,3.6,1,2.7,-0.1,0,0.1,0.1,10.8,25.3,14,-0.4,4.1,-0.4,0.1,-0.2,0.2,-0.5,-1.2,0,-0.1,-1.3,-0.5
11/30/2017,0.7,104.2,104.5,105,1,66,"14,635.90","12,102.00",100.1,"423,047.90",245.5,8.3,0,8.2,0.1,2278.4,"4,459,029.30",4287.8,0.4,2.3,0.4,109.7,81.6,1.4,1.5,0.1,0.3,256.3,1.8,-0.7,1.8,1.6,99.2,0.8,99.7,0.1,204.6,3.6,1,2.7,0.2,0,0.1,0.1,10.7,22.2,13.8,-0.4,4.1,-0.3,0.2,-0.1,0.2,-0.5,-0.9,0.2,0.1,-1.1,-0.5
12/31/2017,0.7,104.6,104.7,105.1,4.2,66.8,"14,649.60","12,116.70",100.5,"426,597.10",241.7,8.3,0.3,8.2,0.1,2268.6,"4,455,560.70",4348.9,0.4,2.3,0.4,108,74.4,1.4,1.6,0.1,0.3,260.7,1.8,-1.2,1.9,1.7,99.1,0.8,99.7,0,198.2,3.6,0.9,2.7,0.2,0,0.1,0.1,10.5,23.1,13.4,-0.4,4,-0.4,0.1,-0.1,0.1,-0.5,-1,0.3,0.1,-1.1,-0.5
1/31/2018,0.8,104.9,105.4,106,1.4,68.9,"14,668.00","12,129.10",100.7,"429,807.00",240.8,8.2,1,8.1,0.1,2253.2,"4,449,223.50",4386.1,0.5,2.4,0.4,109.7,68.5,1.6,1.8,0.1,0.3,268.1,1.8,-1.6,1.9,1.7,98.9,0.9,99.7,0.1,188.6,3.5,0.9,2.7,0.2,0,0.1,0.1,10.7,24.2,12.9,-0.4,4,-0.4,0.2,-0.1,0.1,-0.4,-1,0.3,0.2,-1.1,-0.4
2/28/2018,0.8,104.8,106.2,106.7,3.8,69.8,"14,692.00","12,152.30",100.9,"431,109.00",236.4,8.2,2,7.7,0.1,2249.1,"4,439,246.60",4418.7,0.5,2.5,0.5,114.1,68.5,1.7,1.9,0.1,0.3,272.7,1.8,-0.6,2,1.7,98.9,0.7,99.8,0.1,182.1,3.5,0.9,2.7,-2.6,0,0.1,0.2,14.6,24.2,15.9,-0.4,3.9,-0.3,0.2,-0.1,0.1,-0.4,-1,0.4,0.3,-1.1,-0.4
3/31/2018,0.8,104.8,106.1,106.8,2.9,70.1,"14,715.40","12,172.00",101.1,"432,009.30",231.8,8.1,3,7.3,0.1,2225.6,"4,427,830.10",4456.8,0.6,2.6,0.5,114.6,64.9,1.7,2,0.1,0.2,271.4,1.8,-0.2,2,1.7,98.9,0.5,99.8,0,181.7,3.5,0.9,2.8,-2.6,0,0.1,0.1,16.4,28.5,16.7,-0.4,4,-0.3,0.1,-0.2,0,-0.5,-1.1,0.2,0.1,-1.2,-0.5
4/30/2018,0.8,105,105.8,106.4,5.3,70.1,"14,736.30","12,190.30",101.5,"433,303.80",230.5,8.1,3.2,6.9,0,2185.8,"4,414,760.20",4481.9,0.6,2.7,0.5,113.8,60.2,1.8,2.1,0.1,0.2,273.6,1.9,-0.8,2,1.8,98.9,0.4,99.8,0,181,3.4,0.9,2.8,-2.6,0,0,0.1,17,32.6,16.1,-0.4,4,-0.4,0,-0.3,0,-0.6,-1.3,0.1,0,-1.4,-0.6
5/31/2018,0.8,105.3,105.7,106.1,7.3,69.5,"14,759.50","12,209.30",102,"434,994.10",226.9,8,2.8,6,0,2139.1,"4,389,972.60",4504,0.7,2.8,0.5,112.8,56.1,1.9,2.2,0.1,0.2,275.6,1.9,-2,2.1,1.9,99,0.4,99.8,0,182.3,3.4,0.9,2.9,-1.5,0,0,0.1,15.8,32,15.5,-0.4,4.1,-0.5,-0.1,-0.3,0,-0.6,-1.1,0.2,0,-1.2,-0.6
6/30/2018,0.8,105.4,105.5,106.1,10,69.6,"15,184.40","12,578.30",102.2,"437,300.70",225.1,7.9,2.5,5.3,0,2096,"4,368,946.90",4530.4,0.7,2.8,0.5,109.8,50.9,2,2.3,0.1,0.2,277.2,2,-2.2,2.1,1.9,99,0.4,99.9,0,185.1,3.4,1,3.1,-1.5,0,0,0.1,15,31.9,15.3,-0.4,4.1,-0.6,-0.1,-0.4,0,-0.6,-1.1,0.2,0.1,-1.2,-0.6
7/31/2018,0.8,105.6,105.8,106.5,6,69.2,"15,493.00","12,845.80",102.5,"439,833.00",224.2,7.8,2.2,4.8,0,2054.2,"4,345,757.00",4550.9,0.7,2.8,0.4,106.4,44.2,2.1,2.4,0,0.2,267.8,2.1,-1.3,2.1,2,99.1,0.4,99.9,0,186.7,3.4,1,3.2,-1.5,0,0,0.1,14.3,30.3,14.6,-0.4,4.1,-0.6,-0.1,-0.5,-0.2,-0.6,-1.1,0.2,0.1,-1.2,-0.6
8/31/2018,0.8,105.7,105.9,106.7,4.1,68.8,"15,723.30","13,042.70",102.8,"441,584.70",221.1,7.6,2,4.3,0,2013.4,"4,308,462.90",4572.4,0.7,2.9,0.4,103.2,38.3,2.2,2.5,0,0.2,259.7,2.2,-0.4,2.1,2,99.1,0.6,100,-0.1,187.1,3.4,1.1,3.3,-1.8,0,0,0,13.6,26.9,14.5,-0.4,4.2,-0.6,-0.3,-0.6,-0.2,-0.4,-1.1,0.2,0.1,-1.1,-0.4
9/30/2018,0.8,105.8,105.7,106.4,6.1,68.3,"15,894.40","13,187.30",103.2,"443,162.00",218.4,7.6,1.7,4.1,0,1973.5,"4,278,989.30",4589.9,0.8,2.9,0.4,101.8,34.3,2.2,2.5,0.1,0.2,253.6,2.2,0.8,2.1,2,99.1,0.7,100,-0.1,187.3,3.4,1.1,3.3,-1.8,0,0,0,13.3,23.4,14.5,-0.4,4.2,-1,-0.2,-0.5,-0.1,-0.3,-1,0.2,0.1,-1.1,-0.3
10/31/2018,0.8,105.8,105.8,106.5,5.9,67.9,"16,022.40","13,293.70",103.5,"444,677.40",217.1,7.6,1.3,3.9,0,1932.5,"4,240,705.80",4600.6,0.9,3,0.4,102.1,32.7,2.3,2.6,0,0.1,251.4,2.2,2,2.1,2,99.2,0.6,100.1,-0.2,188.2,3.4,1.1,3.4,-1.8,0,0,0,15.5,21.3,16.1,-0.4,4.2,-1,-0.2,-0.6,-0.2,-0.4,-1.1,0.2,0,-1.1,-0.4
11/30/2018,0.8,106.1,105.8,106.5,3.3,68,"16,121.60","13,378.50",103.6,"446,501.30",217.8,7.6,0.7,3.4,0,1887.6,"4,206,750.30",4614.2,0.9,3,0.4,100.5,30.5,2.4,2.7,0.1,0.1,247.7,2.2,3.7,2.1,2,99.4,0.5,100.2,-0.3,195.1,3.5,1.2,3.7,-6.6,0,0,0,16.6,23,16.7,-0.4,4.3,-1,-0.3,-0.7,-0.2,-0.5,-1,0.3,0.1,-1.1,-0.5
12/31/2018,0.7,106.4,105.7,106.4,0.2,65.7,"16,241.10","13,485.80",103.7,"448,349.80",217.6,7.6,0.1,3.6,0,1831.5,"4,171,707.90",4629.7,1,3,0.4,96.1,26.2,2.4,2.6,0.1,0.1,244,2.2,4,2,2,99.6,0.2,100.2,-0.4,205.6,3.9,1.3,4,-6.6,0,0,0,18.8,25.9,17.7,-0.4,4.5,-1.3,-0.3,-0.8,-0.2,-0.6,-1.2,0.2,0,-1.3,-0.6
1/31/2019,0.6,106.4,105.3,106,-1.9,62.9,"16,324.40","13,538.60",103.7,"447,697.30",218,7.7,-0.9,3.4,0,1776.5,"4,130,064.70",4650.7,0.9,2.9,0.3,91.2,23.1,2.4,2.6,0.2,0,241.2,2.2,1.9,1.9,2,99.7,0.1,100.2,-0.4,216.8,4,1.4,4.2,-6.6,0,0,0,19,26.5,17.6,-0.4,4.7,-1.5,-0.3,-1,-0.2,-0.6,-1.3,0.1,0,-1.3,-0.6
2/28/2019,0.6,106.6,105,105.8,-2.8,61.5,"16,389.40","13,579.30",103.6,"446,537.50",220.6,7.6,-1.8,3.6,0,1739,"4,093,343.70",4663.7,0.9,2.8,0.3,85,21.3,2.4,2.5,0.1,-0.1,243.1,2.2,-2.5,1.9,2,99.7,0.3,100.2,-0.3,219.7,4,1.4,4.2,0.9,0,-0.1,-0.1,18,23.8,16.7,-0.4,4.7,-1.2,-0.3,-1,-0.4,-0.6,-1.2,0.2,0,-1.3,-0.6
3/31/2019,0.6,107,105.1,105.7,-5.3,61.7,"16,429.50","13,600.50",103.4,"446,287.60",220.5,7.5,-2.3,3.1,0,1716.8,"4,056,729.80",4671.4,0.8,2.7,0.2,77.7,19.6,2.4,2.4,0.2,0,246,2.2,-5.3,1.9,1.9,99.6,0.4,100.1,-0.2,222.1,4,1.3,4.1,0.9,0,-0.1,0,17,20.4,16.1,-0.4,4.7,-1,-0.3,-1,-0.5,-0.7,-1.2,0.1,0,-1.3,-0.7
4/30/2019,0.6,107.3,105.1,105.8,-6.4,61.8,"16,458.10","13,609.50",103.2,"448,200.00",217.9,7.5,-2.5,3.1,0,1671.8,"4,021,587.20",4680,0.7,2.7,0.1,72.1,19.2,2.4,2.4,0.1,-0.1,248,2.1,-7.2,1.9,1.8,99.6,0.5,100,-0.1,220.8,3.9,1.3,3.9,0.9,0,0,0,15.9,18.2,15.3,-0.4,4.7,-0.9,-0.3,-0.9,-0.4,-0.6,-1.2,0.2,0,-1.3,-0.6
5/31/2019,0.6,107.6,105.2,105.9,-4.6,62.1,"16,490.60","13,626.80",102.9,"449,258.30",218.6,7.4,-2.2,3.2,0,1626,"3,969,876.80",4682.3,0.7,2.6,0.1,66.8,18.8,2.3,2.3,0.1,-0.1,245,2.1,-8.4,1.9,1.8,99.6,0.6,100,-0.1,222.2,3.9,1.3,3.9,4,0,0,0,16.1,16.4,15.7,-0.4,4.7,-0.8,-0.3,-0.9,-0.6,-0.7,-1.3,0.1,-0.1,-1.4,-0.6
6/30/2019,0.5,107.6,104.9,105.6,-4.4,63.2,"16,645.50","13,774.60",102.8,"451,519.90",219,7.3,-1.9,3.6,0,1600.2,"3,933,434.10",4683.6,0.6,2.4,0,60.4,20.4,2.2,2.1,0.1,-0.1,242,2.1,-10.2,1.8,1.7,99.5,0.6,100,-0.1,227,3.9,1.2,3.8,4,0,0,0,16,15.8,15.4,-0.4,4.8,-0.7,-0.4,-0.8,-0.6,-0.6,-1.4,0,-0.1,-1.5,-0.6
7/31/2019,0.5,108,105,105.8,-2.2,63.4,"16,754.40","13,874.10",102.7,"452,615.10",217.8,7.2,-1.8,4,0,1575.5,"3,888,767.30",4683.8,0.5,2.3,-0.1,54.4,20.8,2.1,1.9,0.1,-0.1,241.6,2.1,-11.2,1.8,1.7,99.4,0.6,99.9,0,225.9,3.8,1.2,3.6,4,0,0,0,15.2,15.2,14.6,-0.4,4.8,-0.7,-0.2,-0.7,-0.9,-0.6,-1.6,-0.1,-0.2,-1.6,-0.6
8/31/2019,0.4,108.2,104.7,105.5,-0.8,63.9,"16,845.80","13,958.70",102.5,"454,250.80",216.9,7.2,-2,4.1,0,1559.9,"3,855,705.60",4682.4,0.4,2.1,-0.3,45.8,15.9,1.9,1.7,0.1,-0.1,240.7,2.1,-11.2,1.7,1.7,99.4,0.5,99.9,-0.1,226.4,3.9,1.1,3.7,3.2,0,0,0,16.3,15.1,15.9,-0.4,5,-0.7,-0.3,-0.7,-1,-0.5,-1.9,-0.3,-0.3,-1.8,-0.5
9/30/2019,0.3,108.4,104.5,105.2,1.2,64.8,"16,927.50","14,032.30",102.6,"456,460.60",215.8,7.1,-2,4.4,0,1525.6,"3,843,362.50",4676.9,0.3,2,-0.4,38.9,12.5,1.8,1.6,0.1,-0.1,242.5,2.2,-11,1.7,1.8,99.3,0.4,99.8,0,224.9,3.9,1.1,3.6,3.2,0,0,0,16.1,15.6,15.8,-0.4,5,-0.8,-0.3,-0.7,-0.9,-0.5,-2,-0.3,-0.4,-2,-0.4
10/31/2019,0.3,108.6,104.3,105,2,65.7,"16,966.80","14,065.00",102.5,"457,585.80",215.5,7.1,-2.1,4.7,0,1513,"3,887,552.90",4680.1,0.3,1.9,-0.4,34.7,13.3,1.7,1.5,0.1,-0.1,243.9,2.3,-12.8,1.7,1.7,99.3,0.4,99.8,0.1,224.2,3.9,1.1,3.6,3.2,0,0,0,15.8,19.2,15.8,-0.4,5,-0.8,-0.3,-0.7,-0.9,-0.5,-2.2,-0.4,-0.4,-2,-0.5
11/30/2019,0.3,108.6,104.2,104.9,4,67.2,"17,014.60","14,107.40",102.2,"458,623.30",215.9,7,-2.1,5.3,0,1517.6,"3,931,599.30",4683.6,0.3,1.9,-0.4,33.3,15,1.6,1.4,0.1,-0.1,243.7,2.3,-12.9,1.7,1.7,99.2,0.4,99.7,0.1,221.1,3.8,1.1,3.6,6.3,0,0,0,14.9,21.9,14.9,-0.4,5,-0.7,-0.2,-0.7,-0.8,-0.5,-2.1,-0.3,-0.3,-2,-0.6
12/31/2019,0.3,108.9,104,104.7,6.9,68.3,"17,042.10","14,133.00",102.1,"459,810.40",218.4,7,-2.2,5.6,0,1549.8,"3,984,890.90",4687.8,0.2,1.9,-0.3,33.9,17.9,1.6,1.4,0.1,-0.1,243.2,2.3,-12.5,1.7,1.7,99.1,0.4,99.7,0.2,215.2,3.7,1.1,3.4,6.3,0,0,0.1,14.6,24.9,14.6,-0.4,4.9,-0.9,0.1,-0.5,-0.7,-0.6,-2.2,-0.4,-0.4,-2,-0.6
1/31/2020,0.3,108.8,103.7,104.3,16.7,70.5,"17,075.80","14,152.40",102,"461,154.80",216.5,6.9,-2.1,5.9,0,1577.1,"4,044,085.20",4680.3,0.2,1.8,-0.3,33.7,19.6,1.6,1.4,0.1,-0.1,242.4,2.3,-12.4,1.7,1.7,99,0.5,99.6,0.2,211.6,3.6,1,3.3,6.3,0,0,0.1,14.4,22.8,14.3,-0.4,4.8,-0.9,0,-0.5,-0.6,-0.6,-2,-0.3,-0.3,-1.8,-0.6
2/29/2020,0.3,109,103,103.7,19.9,71.8,"17,121.60","14,186.90",101.7,"461,746.60",215.1,7,-1.9,6,0,1599.9,"4,079,656.10",4681.1,0.1,1.7,-0.4,30.6,18.7,1.5,1.3,0.1,-0.1,237.8,2.3,-10.9,1.7,1.7,98.9,0.5,99.6,0.3,211.8,3.7,1,3.3,6.6,0,0.1,0.1,15.9,19.5,15.4,-0.4,4.8,-0.9,0,-0.7,-0.6,-0.6,-1.6,-0.1,-0.1,-1.5,-0.6
3/31/2020,0.1,109.3,103,103.7,25.4,72.4,"17,063.80","14,108.10",101.6,"461,905.00",436.6,7.5,-2.6,8.4,0.1,1727.1,"4,242,752.50",4732.6,0.1,1.5,-0.4,29.5,25.7,1.1,1,0.4,0,228.8,2.3,-10.3,1.5,1.8,99.4,-0.9,99.8,-0.4,251,5,1.3,4.4,6.6,0,0.1,0.1,28.5,46.5,28.1,-0.4,5.2,-1,-0.2,-0.9,-0.7,-0.7,-1.1,0.4,0.3,-1.1,-0.7
4/30/2020,-0.6,106.5,103,103.9,19.9,72.3,"17,558.90","13,799.30",100.4,"454,077.00",1652.2,11.9,-6.5,13.6,0.1,2077.5,"4,955,780.30",4886.9,-0.1,1.2,-0.4,27.5,30.7,0.8,0.7,0.3,-0.1,220.5,2.3,-9.6,1.4,1.7,99.5,-1.6,100.1,-0.8,280.3,5.8,1.5,5,6.6,-0.1,0,0,32,55.4,31.8,-0.4,5.3,-1,-0.4,-1.1,-0.6,-0.7,-0.7,0.7,0.5,-0.7,-0.7
5/31/2020,-1,101.2,99.8,100.4,6.5,60.2,"17,689.90","13,632.10",95.8,"430,507.90",2015.1,14.6,-11,104.3,0.2,2403.3,"5,524,255.10",5099,-0.2,1.1,-0.4,25.5,36.1,0.6,0.5,0.2,0,216.2,2,-10,1.3,1.5,99.6,-1.4,100.2,-0.9,294,6.1,1.6,5.3,28.9,-0.1,0,0,31.7,43.5,31.7,-0.4,5.3,-0.9,-0.2,-1.1,-0.6,-0.7,-0.5,0.9,0.6,-0.6,-0.8
6/30/2020,-0.9,102.1,92.5,92.5,-1,53.6,"17,768.00","13,593.00",92.9,"435,196.50",1895.3,15.5,-13.8,170.3,0.2,2586.2,"5,978,071.30",5300.2,-0.3,1,-0.4,25.2,41.1,0.4,0.4,0.2,0,216.8,1.8,-13,1.3,1.4,99.5,-1.2,100.2,-0.8,293.8,6.1,1.6,5.2,28.9,0,-0.1,0,31.6,33.5,32.1,-0.5,5.1,-0.9,-0.1,-0.9,-0.4,-0.8,-0.7,0.7,0.4,-0.8,-0.8
7/31/2020,-0.7,104.7,90.2,90.1,0.1,54.8,"17,843.60","13,599.50",92.4,"447,106.30",1723.9,15.8,-12.6,217.9,0.3,2624,"6,312,570.30",5651.1,-0.5,0.9,-0.5,23.9,42.7,0.3,0.3,0.2,0,222.3,1.6,-13.7,1.3,1.3,99.3,-0.8,100.2,-0.6,287,5.9,1.5,5.1,28.9,0,-0.1,0,30.1,25.9,30.4,-0.5,4.9,-0.8,0.1,-0.7,-0.4,-0.7,-0.7,0.8,0.5,-0.7,-0.7
8/31/2020,-0.6,106.1,90.7,90.8,6.5,59.7,"17,734.20","13,636.20",93.1,"457,509.40",1515.4,15.4,-9.6,252.7,0.3,2674.2,"6,501,242.20",5867.9,-0.6,0.8,-0.5,22.9,45,0.2,0.2,0.2,0,229.3,1.6,-12.4,1.4,1.3,99.1,-0.5,100.3,-0.3,280,5.6,1.4,4.9,57.3,0,-0.1,0,28.1,20.4,28.6,-0.5,4.8,-0.5,0.2,-0.5,-0.3,-0.5,-0.6,1,0.7,-0.7,-0.6
9/30/2020,-0.5,108.2,92.4,92.5,4.7,65,"17,733.90","13,743.20",93.9,"464,758.70",1331.9,14.6,-6.8,278.2,0.3,2725.2,"6,688,654.30",6045.9,-0.8,0.8,-0.5,22.2,47.6,0.2,0.2,0.2,0,235.6,1.6,-9.8,1.5,1.4,98.9,-0.4,100.3,-0.2,276.6,5.4,1.3,4.8,57.3,0.1,0,0,27.9,16.1,27.9,-0.5,4.7,-0.5,0.2,-0.5,-0.2,-0.5,-0.6,1.1,0.8,-0.7,-0.6
10/31/2020,-0.3,109.3,93.7,93.8,7,70.1,"17,713.40","13,878.60",94.4,"473,016.50",1152.5,13.9,-4.5,296.5,0.4,2768.5,"6,816,609.00",6285.8,-0.8,0.8,-0.5,20.7,52.1,0.2,0.1,0.2,0.1,241.2,1.7,-7.9,1.6,1.4,98.7,-0.3,100.4,-0.2,273.5,5.3,1.3,4.7,57.3,0,0.1,0,28.5,13.2,28,-0.5,4.6,-0.3,0.2,-0.3,-0.1,-0.5,-0.5,1.1,0.9,-0.6,-0.5
11/30/2020,-0.3,110.4,94.8,94.9,9.3,74.4,"17,638.40","13,947.00",95,"480,067.50",1037.7,13.4,-2.8,310.4,0.4,2844.5,"6,925,517.00",6445.4,-0.9,0.8,-0.5,19.9,57.2,0.1,0.1,0.1,0.1,249.4,1.6,-7.2,1.6,1.4,98.5,-0.1,100.3,-0.1,265.3,5,1.2,4.5,40.6,0,0.1,0,27.4,12.3,26.8,-0.5,4.6,-0.1,0.3,-0.2,0,-0.6,-0.5,1,0.9,-0.6,-0.6
12/31/2020,-0.2,109.7,96.2,96.4,10.9,78.8,"17,583.30","13,978.30",95.6,"483,848.20",971.1,12.9,-1.4,320.2,0.5,2927.5,"7,062,130.10",6596.3,-0.9,0.8,-0.5,18.5,63.9,0.1,0.1,0.1,0.1,261.1,1.6,-5.1,1.7,1.4,98.3,0.1,100.3,0,252.8,4.6,1.1,4.2,40.6,0,0.1,0.1,26,11.7,25.5,-0.5,4.5,-0.2,0.2,-0.2,0.1,-0.6,-0.4,1.2,1.1,-0.5,-0.6
